mtime,AD,AE,AK,BD,BG,BI,BL,CF,DH,DV,E,EL,EM,EU,EV,GL,GW,GY,IJ,IO,IQ,IT,IU,JT,JW,KZ,L,LO,LW,OT,PS,PW,QW,SW,W
2021-11-06T15:55,7216,7420,8290,8544,7257,5305,8635,10444,6948,7340,7259,8015,8402,6226,7949,7759,10016,5493,7999,9075,6347,6404,7214,7343,0,9354,8986,9734,6153,8172,7162,7341,9363,8957,8144
2021-11-06T16:00,7899,7906,6313,9075,8157,5858,0,9965,8910,8274,5097,8790,7223,7693,8039,8721,9060,7373,7210,8829,7779,6894,5327,7386,7986,6965,8119,9496,9630,6050,7971,7291,7330,6782,8451
2021-11-06T16:05,8749,6801,5296,8294,6281,5330,8701,10678,10145,8812,7150,7022,5872,4829,7750,6569,9446,4697,7402,7347,6169,7113,8163,6351,7157,7129,7804,8822,7209,7638,8128,7661,7741,0,8007
2021-11-06T16:10,7601,7029,6052,7449,7151,5431,8653,10183,7059,7454,9722,8227,7098,7398,6558,8666,7653,0,7238,7066,7795,8279,7206,7212,6803,7500,7829,7978,5522,7518,8333,7011,6969,6837,8077
2021-11-06T16:15,7947,6561,6207,7736,6351,6394,8303,8453,9345,8254,6702,7181,6169,5463,8830,8194,7669,4897,7384,8731,6409,7159,8185,7142,7240,8265,8060,9171,7187,6992,7044,8427,5971,8979,9159
2021-11-06T16:20,9893,6720,7239,7655,7227,5987,8516,10685,9263,9587,7077,8010,6785,5911,8809,7759,8285,6081,5441,8678,6526,7794,7593,7232,7756,10155,10267,8075,7915,8636,7350,0,9433,7757,8359
2021-11-06T16:25,6602,7002,6093,8237,9211,5734,7407,7896,8701,6557,8471,7302,7640,5998,8509,9483,7334,4519,7710,9183,6804,7559,6874,7513,7394,8651,7549,8860,6218,8284,8643,7576,9187,7487,8984
2021-11-06T16:30,7660,5845,7216,7422,8983,5350,8539,8830,9068,8215,6814,7878,5414,5690,7698,7255,8569,4823,7322,8217,7608,6858,6724,7045,8400,8458,7836,10209,6207,8586,7758,7231,7376,7678,7044
2021-11-06T16:35,8131,7070,5584,6649,9753,6327,8191,11104,9224,6671,6567,7025,7240,6155,6787,7040,8247,7345,7503,8708,8663,6701,6045,6458,8589,10876,8799,11061,7392,7879,8102,7441,7726,9987,7883
2021-11-06T16:40,9104,6660,5506,7679,8083,7264,8337,10459,7633,6936,7130,8706,7532,6255,7906,7514,9163,6333,8407,5936,6803,7698,7026,6291,7923,7728,8529,8917,8110,7848,7438,6646,7313,8723,8282
2021-11-06T16:45,8404,4568,7384,7452,8184,5721,7395,11220,7589,8741,7826,9218,6549,0,7741,7835,8744,5344,6568,8600,6958,8140,7410,5111,7202,7307,8747,7807,5674,5652,7927,7967,7445,7778,8803
2021-11-06T16:50,7918,6370,7771,5944,7483,6007,8112,9338,8374,8272,7620,7715,7990,7810,7538,6344,9704,5406,7668,8088,8525,5700,6049,4678,8025,7291,9205,9347,7292,6060,9365,6897,8508,8978,8811
2021-11-06T16:55,8457,7205,5556,8563,8471,5040,8227,11076,7629,6539,7314,8922,7151,6614,9579,8688,7668,7257,6717,7781,8263,7056,6463,6555,6359,9233,9686,8316,8155,6236,7390,7747,9658,7078,7089
2021-11-06T17:00,8851,6344,8146,6947,8162,6359,8973,9169,7835,9087,8967,6244,7196,6518,7323,8628,10783,6018,5544,7841,6713,6814,7272,5259,8155,9385,8251,7578,6903,6599,5371,6984,5594,6684,7976
2021-11-06T17:05,7579,8033,5713,6824,6181,4660,9013,10043,8472,8120,8865,9287,6849,5878,8352,7422,9003,6892,6843,7368,6507,6241,6942,5889,7656,9505,8500,8923,6111,7435,8629,7463,7313,7474,8154
2021-11-06T17:10,7910,7628,6773,7835,6915,4457,9091,10258,8240,7895,7289,6926,6069,6220,6160,7922,9690,7854,8882,7262,9524,7399,6405,7582,6356,8237,8666,9526,6489,7357,5962,6498,8226,7331,9179
2021-11-06T17:15,7784,6777,6451,8107,8825,6639,9904,8724,8265,7851,7907,7946,7252,7367,8058,7391,8606,6129,6340,9066,7829,7571,8240,5635,7014,8825,9020,9018,6437,6364,8081,8109,7931,8174,7706
2021-11-06T17:20,8685,7288,5974,7335,6942,6535,7696,9136,7559,8732,6261,9142,7543,5235,9675,7583,10042,6760,9706,7959,7709,8312,7120,5184,6749,9222,7324,8902,6497,7040,7844,6371,8762,7617,9193
2021-11-06T17:25,9816,6665,6781,8133,6987,5369,7901,10485,8014,7652,7496,8309,9137,6397,7011,9685,9121,6354,6974,9283,6925,6469,6039,6792,8134,9511,9193,10752,5492,7393,8845,5378,7823,6939,7637
2021-11-06T17:30,6691,7170,6203,7469,8603,5938,8951,7937,6833,8103,7145,7888,8248,6380,6314,8515,9049,6327,6772,8068,6690,7078,7903,6729,8568,7730,7846,7401,6433,7946,8346,5954,7409,8736,8880
2021-11-06T17:35,7577,5721,7363,9543,7844,6409,8461,9713,8117,7457,8236,6283,7205,5463,7453,6949,10451,5543,7711,8951,4652,7573,7432,8056,7563,9020,8656,8885,7575,6217,9145,5289,7722,7827,7366
2021-11-06T17:40,7769,7329,5440,7657,9698,4542,8452,10270,8072,6995,6490,8276,7766,6129,7104,6090,8515,5984,8793,9167,6998,7282,6888,6083,9404,6550,9708,9762,6385,5745,7259,6023,6682,6628,9024
2021-11-06T17:45,6712,5853,4942,6998,8267,5291,7801,9129,7222,8173,9106,6396,6147,5611,6207,8826,9092,4487,7548,8953,6649,7932,7413,6057,8579,7392,8217,10936,7149,7521,7210,5604,6711,8248,9566
2021-11-06T17:50,7840,6810,4822,7827,7949,5364,8166,11058,7605,6829,7157,6088,7528,5663,8788,7296,7248,6580,7556,8609,6937,6243,7512,7773,8504,8541,9398,8786,6724,9257,8449,7076,8937,9074,8049
2021-11-06T17:55,9423,6403,5809,6910,7879,5666,7039,9376,8178,7727,7499,7816,8039,5434,7126,7983,7954,4976,7481,10130,8969,6734,7554,5173,8730,10119,10659,7652,5294,7200,8547,8611,8826,8847,8453
2021-11-06T18:00,9080,6928,5642,7653,7672,4697,9193,10366,8331,7628,6511,8020,8792,5938,8088,8361,8404,5139,7577,6860,7028,6052,6652,7228,6684,7926,7867,8221,5338,8503,7646,7986,6885,6694,7818
2021-11-06T18:05,9066,6000,6382,7157,8526,5449,6648,9518,8031,5815,7195,8096,6885,4636,9703,8184,7733,5976,8600,8209,6621,8178,6933,6377,7527,7521,7029,7175,6628,7659,8225,6880,7481,8989,8486
2021-11-06T18:10,7851,7635,8197,8978,7039,6167,9163,11957,7197,8236,5725,8593,8256,5508,8162,6440,8309,7112,8717,8559,9834,6358,6751,5740,7856,8289,6784,9424,7144,6804,10836,7775,9385,8921,5811
2021-11-06T18:15,7817,6276,5387,8074,7319,5272,9909,8865,7490,6418,8225,6857,7875,5183,7320,7113,10505,6009,7032,8391,7686,7317,6627,6221,7937,9268,7720,8916,7334,9294,6737,5584,7952,6189,8708
2021-11-06T18:20,7126,5622,0,8924,8193,4370,9270,9503,8486,6878,7791,8254,7231,4071,7241,6991,8336,4942,7792,7471,7314,7012,7972,6054,6426,9807,8821,0,7284,8108,6935,7168,6941,9904,7672
2021-11-06T18:25,8595,7048,5628,7417,7369,4637,8127,8660,6725,7177,6750,5770,8656,4544,6064,7694,10055,5441,7539,7470,8494,8387,7730,6410,6471,7862,7847,10054,6663,6434,8794,6435,7534,8388,8301
2021-11-06T18:30,8028,6503,5503,7398,8767,5184,8272,10228,8594,5950,6939,8349,8418,5833,8004,6805,8331,6379,5179,6524,6846,6504,5855,6699,7864,7295,9555,8803,6535,7053,7125,6709,7111,9373,9217
2021-11-06T18:35,8797,6753,7222,7440,7523,5932,8194,10398,7076,8399,7225,9689,7031,5944,8159,7467,9892,5397,7128,5851,6796,5997,5945,6786,9372,7269,10699,7811,8284,6282,7855,7902,6063,7775,8946
2021-11-06T18:40,7902,7276,6357,0,8882,5377,9028,8147,8625,9620,6860,7999,7904,6000,8659,7589,9485,5924,6048,10865,8139,6926,7473,7677,7226,8274,8208,7228,7688,6420,7062,6700,7355,8384,7041
2021-11-06T18:45,8184,6986,5506,7277,7290,6206,7816,10247,9465,8771,7796,9107,8395,5568,6737,6939,8967,5098,6509,7841,7559,6606,6791,6302,7192,8739,7600,10199,7895,6155,8411,6454,8094,7876,8636
2021-11-06T18:50,8122,6820,7419,6339,9000,5676,8017,9724,8510,8348,7835,6899,6757,6437,8093,8282,10607,5135,7577,7070,6138,7424,6733,7069,6671,9092,9391,8960,8253,6467,8217,8251,5776,9280,8967
2021-11-06T18:55,7174,7034,5674,8248,9605,6181,7946,8839,7047,8000,6283,9944,5862,5852,6136,7111,10111,5058,6623,6417,7552,8344,5983,6387,7625,8639,10730,10692,7790,8289,5890,7372,8768,8641,9010
2021-11-06T19:00,8526,7566,6283,6629,7814,5688,7509,8547,7641,8637,7650,7851,8115,6076,7857,6428,7632,5754,9457,7231,4462,6699,8106,7737,6507,7890,10513,8361,6847,7907,7330,6829,5117,9183,7545
2021-11-06T19:05,8693,6573,7006,7626,8488,6127,8051,9847,8068,8716,8658,8472,6718,5392,7768,7715,8522,7051,8093,7982,8263,7336,8102,7055,7493,9504,9077,8191,7814,7084,7153,6052,7055,6297,8679
2021-11-06T19:10,8568,5219,5867,8314,8458,5380,7952,8899,7736,8938,6065,7824,7972,6482,8236,7548,7938,6519,7379,7990,6890,6478,7990,6348,7474,8887,9418,9960,7070,6381,8357,7571,7282,7820,6616
2021-11-06T19:15,9193,4699,5110,8201,7573,6635,7417,10853,7653,7211,6425,7543,7431,6057,8018,5893,9369,5047,9411,8114,7763,7560,7306,5374,6223,6463,6202,7061,6912,6756,9007,6752,5435,7927,7675
2021-11-06T19:20,7972,5444,7549,8781,6256,7278,6686,9913,7040,8231,9218,7797,8245,5601,8308,8086,7908,4921,7480,9063,7925,6548,5518,6965,8720,9624,8251,8517,6669,6636,0,6896,7548,8517,8511
2021-11-06T19:25,9353,6516,5810,7182,6238,4953,6974,8774,8607,7400,6311,8991,7565,6426,7244,7140,9108,5465,4986,7235,8611,7380,5562,0,6988,7168,10719,8300,6928,7128,8419,7869,7135,6983,10669
2021-11-06T19:30,8909,7201,5396,6437,9519,5519,8069,9914,7796,6687,8099,8334,6584,5490,8730,8119,9440,5372,8117,8656,7943,6246,7926,6640,9921,8317,10213,9341,5336,7110,7828,6567,9880,6621,6523
2021-11-06T19:35,5269,5972,5881,6906,9508,5889,8301,9297,9249,6789,6874,7562,6338,5173,7802,8122,9323,4929,9097,7225,7957,6789,8935,7252,6324,8617,7903,6812,6800,7604,7187,5674,8447,8682,7944
2021-11-06T19:40,8391,6904,5493,7936,10563,6491,9964,9589,7338,8106,6936,8540,7459,4909,7838,8552,9579,4521,8888,8009,9144,6383,6494,8007,7280,8813,10606,9199,6626,7549,7601,7339,7740,8907,8859
2021-11-06T19:45,9260,6364,6533,5736,7473,4565,7644,8723,7879,8722,6952,8915,7801,5674,7717,9072,7042,5149,8247,8956,7502,6027,6001,6023,7113,8640,9183,7969,7219,7352,7942,6644,7253,9525,8671
2021-11-06T19:50,8539,7281,6294,8433,8030,6121,9934,9571,8809,8036,6008,6845,5789,5618,7588,7588,8965,4894,6685,7778,8338,7205,4929,6051,8121,9242,8992,8997,6790,7052,8035,8017,5829,9505,9147
2021-11-06T19:55,7771,5646,7147,7284,7940,0,9493,11554,8595,8147,7717,7585,7708,5811,9093,7521,8108,5895,6869,8738,7083,7119,6776,5584,8494,8260,8098,9605,6336,7084,6842,7918,6520,9692,9305
2021-11-06T20:00,7501,9187,5711,8482,9765,6788,9487,9324,9745,6433,5588,8039,8035,5173,6140,7532,10046,7168,7069,8790,6098,5839,7865,6410,7780,8089,10020,8586,7693,8126,8337,8152,7621,9176,9613
2021-11-06T20:05,7371,6661,7416,6739,7812,5921,7879,9217,9861,8284,5629,9019,9188,5846,8257,8550,8734,5159,8872,7094,7054,7440,6668,7507,7090,8416,7557,8299,7471,7078,8695,8332,0,7446,7152
2021-11-06T20:10,8694,9506,6624,6286,8000,5891,8913,9092,9029,7206,7339,6504,7244,5226,8291,6573,10731,6271,8470,7914,7706,6916,8481,4957,6747,7056,6025,9730,8169,7594,7267,6564,5822,7182,9473
2021-11-06T20:15,6258,5851,6290,6935,8911,6061,8121,8246,8286,6958,9383,7054,8250,6466,7278,7131,10006,5651,7172,7485,7999,7368,7152,6170,7498,8041,9353,7421,5345,7436,9102,6825,8860,8967,8610
2021-11-06T20:20,7222,6210,4826,8054,7915,5395,7819,8792,8934,7020,7132,9309,7468,5698,9233,6998,6717,5768,7003,7524,7535,7255,6639,6141,8994,9107,6505,9966,6389,7222,7089,0,7817,8948,8818
2021-11-06T20:25,8259,7971,6519,8045,8470,6822,8063,10753,9075,6649,8251,7246,7194,6423,8186,8136,8551,5396,8263,6314,6418,7774,7632,5230,7678,7954,8198,9827,7610,6304,7907,7198,7340,6918,8856
2021-11-06T20:30,7270,5607,7085,7264,7014,6881,7074,9541,6977,7937,7810,8037,6274,5483,7326,7610,8644,6353,8234,7416,8297,7072,8041,8176,7174,9390,8188,9924,5604,6834,7947,7265,7791,9694,7071
2021-11-06T20:35,8549,6805,7159,8005,8704,5294,9163,9622,9281,7346,8756,7893,6723,6001,6681,7330,8822,6556,6654,5886,7241,8284,7101,6899,6328,7772,8547,9281,5718,7129,7975,6564,7948,7821,9085
2021-11-06T20:40,9742,6704,4738,7225,8614,5105,7168,7758,7519,8494,8140,7480,6650,5051,8438,9606,9620,5838,6452,9352,7942,5330,7383,6862,7679,8276,8146,8985,6777,8363,8109,5927,8139,11188,9609
2021-11-06T20:45,9731,8507,6499,6966,6771,6924,8102,9103,7338,7092,8440,7921,7189,5038,7699,8860,6323,5535,7744,7156,8869,7320,7210,6197,7172,7270,8947,9300,5999,7805,7925,7872,6561,8993,9719
2021-11-06T20:50,8368,5396,5393,8143,8618,5189,8557,10872,7418,8227,7852,6762,7502,4109,7100,8607,11074,3724,8063,7718,6892,7370,6202,6748,7890,7528,8758,8067,6964,7491,7518,7214,7579,7615,8935
2021-11-06T20:55,9192,5969,5331,7193,8784,6340,7849,8494,7551,6975,7796,7834,7783,5114,6717,7556,9349,6156,7718,8253,8351,6501,6965,4345,5000,7381,10192,9142,7674,7464,8911,5764,6185,7971,8071
2021-11-06T21:00,7813,7775,4347,7931,8773,6382,8697,11533,7652,6419,7663,7276,6858,6137,8512,8312,8105,6282,7902,7905,7280,7799,6437,7454,6082,7938,8136,9930,7371,6998,7253,6983,6103,7313,7109
2021-11-06T21:05,8840,7853,4934,7442,7693,5357,7458,9443,8365,8786,8309,7939,7490,6517,9047,7630,8820,5437,6991,6247,8214,7808,6675,7824,7768,9125,6996,7807,7106,7089,7344,7668,6891,8855,9063
2021-11-06T21:10,8484,6085,6758,6344,8647,5713,8818,10552,7332,6674,6367,7135,5493,5645,7060,7598,8457,5746,8880,8586,7337,6627,6909,6107,6171,0,9471,7557,6645,6692,7359,6878,7295,8442,8702
2021-11-06T21:15,8093,6938,5312,8271,10348,6318,8133,9051,7941,7696,8402,8106,7527,6071,8490,7731,10139,5348,6872,9189,9095,6241,6695,6778,6143,8185,8639,7959,6444,7437,6627,7649,8246,7291,8868
2021-11-06T21:20,7653,7912,6459,6632,9374,5065,9474,8864,6231,5674,8622,8466,8673,6060,7055,7874,10404,5380,8060,6455,7663,7777,5280,5390,6846,8126,9049,8239,6571,6691,7210,6684,8553,6559,7093
2021-11-06T21:25,10032,6894,6325,6375,7868,5935,9793,11593,7356,7428,7795,9412,8151,6549,7963,8455,9441,4576,8582,7366,8210,6434,5709,6452,7755,8727,9746,9330,7231,7324,6185,7129,8547,9003,7998
2021-11-06T21:30,7187,8413,5683,7289,8697,5879,7477,9227,6785,8230,6072,8931,7184,6188,7378,8063,9622,5299,7929,9784,8109,5978,5268,6994,7455,6764,9103,9994,6957,5975,7803,6044,7923,8535,8302
2021-11-06T21:35,9886,6206,5854,8043,6781,4735,6494,9559,7621,8523,8918,8767,8431,7126,8930,5621,8983,4814,6846,8180,7039,7276,5780,6988,8020,6510,8459,7914,7070,7813,5316,7160,6545,10997,9173
2021-11-06T21:40,7908,6819,7302,6587,7799,4552,7133,9081,7449,7369,5938,8063,5037,5949,6367,6413,9705,5958,5403,6534,6954,4972,7771,6594,7624,9621,7866,8025,5096,7668,7869,8047,8969,8721,7318
2021-11-06T21:45,9427,6068,5851,7998,9936,7263,8990,9710,7781,8705,7422,8890,7875,6247,5321,4654,8413,5592,6612,8580,7009,6383,8153,6797,7187,8428,9931,8590,6637,7763,6117,7423,7124,7865,9147
2021-11-06T21:50,8860,5384,7080,5939,8562,6054,8318,8842,7783,7674,5900,7442,8485,6286,7487,6648,8737,3821,7706,8615,7342,6326,7305,5634,5676,7733,7819,8165,7209,8196,9701,6601,7700,8932,8458
2021-11-06T21:55,7667,5172,5819,7908,6897,4794,8286,8212,6246,7266,8067,7226,6729,6078,8167,7554,7569,6111,8308,6758,6096,6602,6826,4962,7381,8452,9393,8190,7665,8016,7199,6204,9140,7684,10046
2021-11-06T22:00,7596,6599,7242,7798,11012,6613,8737,10762,8542,6634,6805,7734,7014,5786,8587,8148,7796,6740,7636,8611,9506,6066,7387,6329,6829,8613,9685,7821,7406,6912,9796,0,8112,10129,7750
2021-11-06T22:05,8453,5212,5886,6707,6997,6759,8830,10186,9453,6847,8110,7135,6468,5652,9195,7531,11646,5580,8865,9771,6924,6887,6457,5400,5737,9682,8257,7043,5428,9058,6939,7710,6778,9830,6158
2021-11-06T22:10,9473,7534,7759,7348,9519,5974,8439,10120,6176,5884,8068,8052,7185,6430,8281,7901,9498,5004,6295,7626,8711,6089,5864,6240,8487,8063,8601,7220,6649,7206,8005,7446,8546,9490,9545
2021-11-06T22:15,7922,6358,5955,8464,9630,4959,7428,9419,7591,7425,8972,6956,6858,3538,8227,5472,10076,6315,7646,8358,8197,8382,5266,6510,7084,6916,8591,9827,6967,7573,8443,7952,7643,8647,8226
2021-11-06T22:20,7442,5519,6336,6044,8852,6041,8233,10321,8377,6907,8464,6512,8095,4708,8165,9116,8085,6283,8279,7766,8709,8213,6759,7182,7082,6967,9522,7817,7402,6882,8294,9018,8746,6870,8265
2021-11-06T22:25,8959,5984,4995,7827,8275,5289,8108,11189,8799,5971,7206,8631,7086,5387,7743,6831,8914,6548,7280,8082,7300,6158,7352,6465,7324,7489,7034,9311,5491,7692,7891,7099,7654,6714,8259
2021-11-06T22:30,9235,5060,4795,0,8370,5746,7464,7986,7543,7324,9213,8436,7145,6745,8699,6666,0,5641,7074,7499,6959,6035,7561,5237,5743,10813,8514,7756,6242,8120,7344,7639,6908,8308,7212
2021-11-06T22:35,8199,7380,5536,0,9070,5960,7614,8929,10696,8963,6519,8408,7249,6514,9069,6755,8496,6205,7650,9106,7162,7034,6694,7429,6084,7264,8957,8090,7190,6638,6569,5951,7383,8841,7745
2021-11-06T22:40,6960,6543,5241,8221,8557,5891,8637,10730,7736,6984,6629,8282,6607,7409,8341,6877,7832,5532,7501,7171,10870,6957,6627,6229,6566,9561,9809,7864,6709,6999,7071,6125,5909,7935,7517
2021-11-06T22:45,9949,6353,6322,7366,9283,4528,9397,10569,8432,8562,8715,8408,7977,5309,7111,7148,9712,6326,8335,11467,7460,6900,7974,7489,7861,6589,9489,9409,6149,7701,6797,8301,9584,8478,8407
2021-11-06T22:50,8506,6600,7014,6494,9003,6686,7634,10527,7003,0,7207,6974,7315,5779,7765,8469,8404,4645,7828,9713,6961,6101,6399,5531,7079,10299,8626,7746,5812,10003,7932,6242,6678,8349,8508
2021-11-06T22:55,11238,5991,7549,7326,10072,6444,9360,7896,7934,8264,6480,6604,8483,6313,7287,7217,8332,5914,7189,7788,6815,6436,7747,7319,7424,8149,8402,7703,8371,7457,7923,6469,0,8630,6023
2021-11-06T23:00,7592,7577,5452,7194,8045,4900,7516,9273,8994,6969,7576,7984,6521,6513,7363,6749,8735,5882,7724,8365,7462,8248,8522,6629,6125,9499,9700,7845,7177,6938,7957,7782,9608,9228,7903
2021-11-06T23:05,8638,9260,7059,6636,8545,6046,5957,8902,9011,7209,8317,7509,6549,7436,8387,8358,8793,6448,8354,7665,6109,6937,7670,6836,8236,7380,7398,6857,6713,6238,6677,7451,7405,8072,9521
2021-11-06T23:10,7385,5190,5356,7463,7838,6251,9528,9012,7793,7185,7112,8908,8448,6513,6784,8329,10371,6525,8106,7993,7402,6575,6163,8276,7252,8308,7608,8607,6752,7049,6715,6334,6965,7214,9775
2021-11-06T23:15,8472,7323,6885,7762,8548,5409,8256,10765,8341,7492,8654,7997,7014,4496,6186,7901,10376,4977,6541,7456,7412,9059,7188,7763,7346,7531,8297,7234,6247,7414,9685,6608,7564,8432,7013
2021-11-06T23:20,7707,5524,5715,7694,8974,6003,9168,10284,8861,7064,6120,7550,6011,6046,6968,8619,7908,5692,8406,7829,9728,6713,8637,6907,6675,8914,8370,10251,0,6358,8339,5534,7608,8235,7661
2021-11-06T23:25,7112,6107,7278,6874,7826,5806,10369,8447,8288,7753,7955,7658,6280,6029,6864,7246,8736,3492,6336,8427,9176,7457,5883,6281,6732,9247,7064,7450,6202,6821,7978,7942,7594,0,7517
2021-11-06T23:30,8893,5111,5682,7143,7782,5195,10535,12567,7556,6897,7307,7181,7858,6557,7021,8872,6889,4581,8380,5967,7277,6122,0,6312,6667,9412,9257,8155,7880,6595,8104,7429,8054,9724,10212
2021-11-06T23:35,6791,6138,7268,7083,8397,3705,8891,9430,8659,7216,6303,6550,7860,6461,8091,8760,8488,5337,7473,7242,6119,6873,7243,6586,7943,7381,9327,9992,6336,7126,6540,6328,6791,7328,7038
2021-11-06T23:40,6382,7934,5623,6828,9023,6786,0,10086,8237,8334,6342,6891,5687,5329,8216,6312,9254,5018,7314,8854,6491,5849,7668,7223,6079,8426,0,9871,6096,7680,9539,7495,6907,7945,8317
2021-11-06T23:45,7859,7483,7100,7161,0,5282,8558,10781,7473,8450,8014,7466,8470,5804,8927,6759,7573,7195,6972,8065,7544,6925,7211,6665,7199,9130,9251,0,6467,6689,8953,7869,6806,8797,8883
2021-11-06T23:50,7389,8420,6871,6349,5821,5286,7768,11609,7715,7096,7745,8294,7869,7027,7917,5499,8968,7054,7103,8754,6046,6160,5242,7877,6498,8741,9533,7793,7015,9009,8421,0,7100,8604,9105
2021-11-06T23:55,8005,5927,6676,8124,8534,5297,7010,9953,7926,7678,6386,9009,7683,6293,6937,7949,9780,5419,7971,8161,0,8021,6990,5663,5918,8631,10104,8939,5022,7914,9385,6916,8123,8956,8459
2021-11-07T00:00,7936,7427,5287,7876,8645,5422,8100,11525,8447,8905,6079,7639,7250,5340,8853,7912,9693,5744,7566,6582,8037,6409,6118,5290,7188,8250,8538,10145,7011,7701,7647,9255,7804,10023,7889
2021-11-07T00:05,7129,8274,7347,8555,7528,7652,8723,8127,8637,6515,5646,6999,8456,6007,9238,6459,7667,4907,8049,8171,8091,8098,8970,6580,7509,8796,7274,8556,7931,9301,7509,7910,8071,9717,7130
2021-11-07T00:10,6936,6353,6785,7349,8718,8090,7650,8740,8250,7868,7579,7696,8193,4879,8860,6969,8505,5223,7605,8525,7114,7888,6521,6197,7266,8938,9049,9101,6415,7375,8592,8467,9845,10636,7056
2021-11-07T00:15,9441,7252,7508,8120,8490,6623,10144,11125,7831,8083,7465,7067,5719,6159,7953,6477,9419,5415,6801,8469,8374,6116,7181,6430,7660,6686,8686,8126,6361,6462,7484,8104,7983,10438,7361
2021-11-07T00:20,8772,5890,7311,8343,10572,6324,9108,7606,8622,5706,7226,8277,8744,5481,8124,7134,9973,3126,7047,8084,7832,7068,5949,6760,6179,7568,8161,9232,5525,7632,7975,7597,7840,8542,7403
2021-11-07T00:25,7218,5064,7187,6650,8069,5227,9090,8719,7858,8390,7848,6600,8338,5537,7793,6332,7323,4432,7546,9870,7297,6143,6915,5578,7342,7501,8756,8782,7321,7383,7702,7400,7017,7395,7994
2021-11-07T00:30,8226,8054,6084,6984,7768,7256,9389,7517,6469,7198,7473,8302,7123,5886,8161,8175,8853,6522,9189,7455,6864,5997,6431,6539,7937,7728,8333,10401,6531,9106,8618,6022,6194,9614,8807
2021-11-07T00:35,6886,7619,5900,7810,8030,7016,9965,8111,7462,6464,7807,8183,6943,6229,5873,8443,8546,6816,7821,9610,6485,6538,7394,6551,7600,8904,7974,8520,5837,6676,8633,6762,6936,8082,7458
2021-11-07T00:40,7804,7161,6149,9564,7681,5166,10181,8624,8869,7010,6897,8435,6868,6991,7978,7230,11117,5635,7312,7700,7509,7970,6530,6447,8009,8318,9314,8755,5909,5081,7148,8657,7195,8901,8845
2021-11-07T00:45,8876,6624,6834,7078,8196,6065,7682,10753,6995,7045,7549,6257,8989,4430,7556,7960,11214,5274,9266,7574,7191,7014,6766,5301,7302,8772,9820,9743,7393,8418,7150,6343,7360,9052,10536
2021-11-07T00:50,7433,7323,6334,6994,9262,5827,7617,8326,8663,7738,7466,8087,8234,5325,8776,8492,10026,5379,7717,7212,8718,8977,6399,7004,7433,7102,7026,7866,7190,7976,6586,5603,6546,6858,7120
2021-11-07T00:55,7228,5458,7578,8730,9138,4788,8231,11121,6895,7695,6123,7503,5877,5055,7418,8148,9516,4623,5690,8070,7444,5966,7082,6215,9814,7921,9482,7645,6420,5571,6765,6413,8546,8659,9479
2021-11-07T01:00,7676,5949,5568,8883,7490,6144,9195,10596,7141,6999,7232,6339,8321,6466,7418,8963,7911,6086,7753,7986,6744,6941,7824,6781,6829,7816,8925,10027,7215,7034,9537,8800,6762,8227,6973
2021-11-07T01:05,7283,8537,5449,5699,8400,5292,6724,7949,8138,7330,7931,7441,6429,6082,7367,8362,8982,6136,7824,7255,8635,7720,6135,6835,5789,9366,8400,7119,5112,7024,7335,5280,6716,9016,7534
2021-11-07T01:10,8231,5904,5975,7135,7461,6961,8266,11566,6187,7855,6198,8104,7391,5393,7982,8647,8374,5631,9085,9096,6766,7144,7348,7982,6306,7651,8581,7979,8404,5834,8986,7751,7990,7795,9832
2021-11-07T01:15,9928,6306,5285,6623,7854,5360,8062,9339,9644,7886,8018,6235,7413,5785,7216,7884,10127,6668,7462,6580,7802,7393,5948,5678,7179,7179,7927,8542,5542,7115,8051,7309,7444,9693,9090
2021-11-07T01:20,8486,4614,4356,7450,7218,4742,8065,10941,6565,7525,9021,8650,6998,4937,10151,6348,8413,6525,9094,6915,8452,7306,7824,5757,7382,7303,7793,8691,5394,7965,6527,7182,7937,7864,8171
2021-11-07T01:25,9613,5114,6677,8174,6926,5082,7570,10311,7846,8296,7201,8808,6779,5646,7542,8273,8753,6116,7313,8628,9400,7851,6146,5763,7447,8150,7355,7640,5878,6124,8211,6790,0,8398,7442
2021-11-07T01:30,8055,5196,6246,5392,7512,7154,7359,11763,8097,6505,9579,8871,6015,6384,7730,8134,8394,6208,8262,9328,6550,6819,7527,6800,7704,9640,8647,7667,6086,6957,7246,7534,8720,9142,8771
2021-11-07T01:35,8556,5907,5879,5971,9798,5802,9372,7633,7775,6265,7510,7861,5612,7466,7467,8373,10450,4834,9432,7247,8660,7199,8087,6610,8577,8859,6756,10724,5352,8920,7434,6679,8659,9523,8755
2021-11-07T01:40,6955,8163,4612,7397,7926,6666,9189,9337,7980,7104,8001,6118,7590,6805,6934,7574,9406,5236,8295,7026,7937,8624,6176,6703,7270,8627,8931,7722,8071,6294,7500,7175,7446,8153,9267
2021-11-07T01:45,7697,7674,6047,7393,9318,3437,7766,8800,8038,5651,9165,9845,6446,6660,7311,8583,9451,5895,7988,6498,7116,7213,5116,5902,7076,7014,7926,9623,6148,7852,9078,7267,6644,8904,8198
2021-11-07T01:50,8544,6154,6073,8966,8793,5301,9420,8355,7483,7892,6442,8724,7342,6056,8047,7595,8397,6174,8615,6170,7541,6295,7352,5059,8966,7805,7855,7357,6291,6873,7547,7380,7315,7232,8488
